Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1954,535402180,20,5,75,8700,1,0,2,0,3,0,2,15,2,2,0,0,5,7,1961,1961,1,1,6,6,0,98,2,2,4,3,3,1,1,375,1,0,179,672,1,3,1,5,888,0,0,936,1,0,2,0,3,1,2,5,7,0,0,2,1997,1,1,240,3,3,2,0,0,0,0,0,0,0.0,0,0,0,2,2007,4,1,120000
1208,534400030,20,5,80,8700,1,0,3,0,3,0,2,15,2,2,0,0,5,6,1963,1963,3,1,8,8,0,98,2,3,4,3,3,1,1,378,1,0,1280,672,1,3,1,5,1128,0,0,936,1,0,1,1,3,1,2,6,7,0,0,2,1998,2,2,525,3,3,2,192,20,123,0,0,0,0.0,3,0,0,12,2008,0,0,155000
307,911204090,20,1,66,8712,0,0,3,1,3,0,1,11,2,2,0,0,5,5,1952,1952,3,1,15,17,0,101,2,2,4,3,3,1,1,379,1,0,117,672,1,2,0,4,1044,0,0,936,1,0,1,1,2,1,1,4,7,0,0,3,1998,1,2,504,3,3,0,0,0,0,0,0,0,0.0,0,4,54,6,2010,0,3,55993
673,535403280,20,5,64,8712,1,0,2,0,3,0,2,15,2,2,0,0,5,7,1957,2000,3,1,8,8,0,108,2,3,4,3,3,1,1,379,1,0,155,672,1,2,1,5,1306,0,0,936,1,0,0,0,2,1,2,5,7,0,0,6,1998,1,1,756,3,3,2,0,0,0,0,0,0,0.0,0,0,0,5,2009,0,0,153000
2062,905106150,20,5,109,8724,1,0,3,0,3,0,2,22,2,2,0,0,5,5,1968,1968,1,1,14,14,0,108,2,2,4,3,3,1,1,381,1,0,228,672,1,3,1,5,894,0,0,936,1,0,1,0,3,1,2,5,7,1,1,2,1998,3,2,450,3,3,2,0,0,0,0,0,0,0.0,0,0,0,5,2007,0,0,129000
2148,907260040,20,5,70,8749,1,0,3,0,3,0,2,5,2,2,0,0,7,5,2002,2002,1,1,14,14,0,120,2,2,3,3,3,1,1,382,1,0,266,672,1,4,1,5,1459,0,0,936,2,0,1,0,3,1,3,6,7,1,4,2,1998,2,2,527,3,3,2,192,39,0,0,0,0,0.0,0,0,0,9,2007,0,0,192000
637,535178040,20,5,70,8750,1,0,3,0,3,0,2,15,2,2,0,0,5,5,1956,1956,1,1,3,3,0,120,2,2,4,3,3,1,1,384,1,0,600,672,1,2,1,5,1202,0,0,941,1,0,1,0,3,1,2,6,7,0,0,2,1999,2,1,304,3,3,2,0,35,120,0,0,0,0.0,2,0,0,11,2009,4,1,120000
638,535178120,20,5,70,8750,1,0,3,0,3,0,2,15,2,2,0,0,5,5,1955,1955,1,1,0,0,0,120,2,2,4,3,3,1,1,384,1,0,780,672,1,3,1,4,1382,0,0,945,1,0,1,0,3,1,3,6,7,0,0,2,1999,1,1,350,3,3,2,280,0,0,0,0,0,0.0,2,0,0,7,2009,0,0,153000
873,907280170,20,5,70,8750,1,0,3,0,3,0,2,5,2,2,0,0,7,5,1997,1998,1,1,14,14,0,120,2,2,3,3,3,1,1,384,1,0,546,672,1,4,1,5,1417,0,0,948,0,0,1,0,3,1,3,7,7,1,3,2,1999,1,2,511,3,3,2,60,0,0,0,117,0,0.0,0,0,0,8,2009,0,0,210000
1917,535151020,20,5,73,8760,1,0,3,0,3,0,2,15,2,2,0,0,6,7,1957,1999,1,1,14,14,0,124,2,2,4,3,3,1,1,384,1,0,306,672,1,2,1,5,936,0,0,948,1,0,1,0,2,1,3,4,7,0,0,2,1999,2,1,315,3,3,2,0,0,0,219,0,0,0.0,0,0,0,9,2007,0,0,141000
631,535151040,20,5,73,8760,1,0,3,0,3,0,2,15,2,2,0,0,5,7,1956,1956,1,1,15,17,0,125,2,2,4,3,3,1,1,385,1,0,0,672,1,2,1,5,1144,0,0,949,0,0,1,0,3,1,2,6,7,0,0,2,1999,2,1,286,3,3,2,257,0,0,0,0,0,0.0,0,0,0,6,2009,0,0,150000
144,535153070,20,5,73,8760,1,0,3,0,3,0,2,15,2,2,0,0,6,6,1959,1959,3,1,8,8,0,127,2,2,4,3,3,1,1,389,1,0,0,672,1,2,1,5,1194,0,0,951,0,0,2,0,3,1,2,6,7,0,0,2,1999,2,1,312,3,3,2,0,0,120,0,0,0,0.0,0,0,0,4,2010,0,0,148000
2164,907414070,20,5,65,8769,1,0,3,0,3,3,2,5,2,2,0,0,7,5,2005,2005,1,1,14,14,0,128,2,2,3,3,3,1,1,403,1,0,0,672,1,4,1,5,1190,0,0,951,1,0,2,0,2,1,3,5,7,0,0,2,1999,2,2,578,3,3,2,100,41,0,0,0,0,0.0,0,0,0,10,2007,0,0,173500
273,907414030,20,5,65,8773,1,0,3,0,3,3,2,5,2,2,0,0,7,5,2004,2004,1,1,14,14,0,130,2,2,3,3,3,1,1,403,1,0,0,672,1,4,1,5,1414,0,0,952,0,0,1,0,3,1,3,6,7,0,0,2,1999,2,2,494,3,3,2,132,105,0,0,0,0,0.0,0,0,0,5,2010,0,0,185500
2121,907125120,20,5,65,8775,1,0,3,0,3,0,2,5,2,2,0,0,5,5,1994,1994,1,1,14,14,0,135,2,2,3,3,3,1,1,405,1,0,0,672,1,3,1,5,990,0,0,952,1,0,1,0,3,1,2,5,7,0,0,2,1999,1,1,299,3,3,2,0,64,0,0,0,0,0.0,0,0,0,4,2007,0,0,126000
885,908102050,20,5,67,8777,1,0,3,0,3,0,2,7,1,2,0,0,4,5,1949,2003,1,1,14,14,0,136,2,2,4,3,3,1,1,408,1,0,125,672,1,4,1,5,1126,0,0,952,1,0,1,0,2,1,3,5,7,0,0,6,1999,3,2,520,3,3,0,0,96,0,0,0,0,0.0,3,0,0,5,2009,0,0,108000
856,907202050,20,5,61,8800,1,0,2,0,3,0,2,5,2,2,0,0,5,7,1977,2008,1,1,6,6,0,140,2,2,4,3,3,1,1,414,1,12,672,675,1,2,1,5,1040,0,0,954,0,0,1,0,3,1,3,5,7,0,0,6,1999,1,2,484,3,3,2,0,0,0,0,288,0,0.0,0,0,0,9,2009,0,0,150500
1891,534401120,20,5,80,8800,1,0,3,0,3,0,2,15,2,2,0,0,7,6,1966,1966,3,1,6,10,0,143,2,2,4,3,3,1,1,416,1,40,193,676,1,4,1,5,1200,0,0,955,1,0,1,0,3,1,2,6,7,1,3,2,2000,2,2,440,3,3,2,0,0,0,0,0,0,0.0,3,0,0,10,2007,1,0,163500
2546,534403280,20,5,80,8800,1,0,3,0,3,0,2,15,2,2,0,0,6,6,1964,1964,3,1,6,6,0,144,2,2,4,3,3,1,1,422,1,41,844,676,1,2,1,5,1251,0,0,960,0,0,1,0,3,1,2,6,7,2,4,2,2000,2,1,461,3,3,2,0,116,0,0,0,0,0.0,3,4,700,3,2006,0,0,160000
2806,907401050,20,5,70,8810,1,0,3,0,3,0,2,5,2,2,0,0,7,5,2003,2003,1,1,14,14,0,146,2,2,3,3,3,1,1,435,1,41,169,680,1,4,1,5,1390,0,0,960,0,0,1,0,3,1,3,7,7,0,0,2,2000,2,2,545,3,3,2,0,68,0,0,0,0,0.0,0,0,0,3,2006,0,0,207000
770,905101490,20,5,80,8816,1,0,3,0,3,1,2,22,1,2,0,0,5,6,1963,1963,1,1,14,14,0,149,2,2,3,3,3,1,1,437,1,63,341,680,1,2,1,5,1121,0,0,960,0,0,1,0,3,1,2,5,7,0,0,6,2001,1,2,480,3,3,2,0,80,0,0,0,0,0.0,3,0,0,6,2009,0,0,139000
275,908102110,20,5,68,8842,1,0,3,0,3,1,2,7,2,2,0,0,5,6,1954,1954,1,1,14,14,0,149,2,3,4,3,3,1,1,450,1,72,960,680,1,4,1,5,992,0,0,960,1,0,2,0,3,1,2,6,7,0,0,6,2001,1,1,319,3,3,2,60,0,56,0,0,0,0.0,3,0,0,1,2010,9,1,155891
1238,535152200,20,5,74,8856,1,0,3,0,3,0,2,15,2,2,0,0,5,4,1957,1957,1,1,15,17,0,158,2,2,4,3,3,1,1,453,1,78,624,680,1,2,1,5,1176,0,0,960,1,0,2,0,3,1,2,6,7,2,4,2,2001,2,1,292,3,3,2,0,88,0,0,95,0,0.0,0,0,0,5,2008,0,0,136500
1194,534202130,20,5,72,8872,1,0,3,0,3,1,2,15,2,2,0,0,5,8,1965,2008,1,1,14,14,0,161,2,2,4,3,3,1,1,458,1,95,142,680,1,4,1,5,912,0,0,960,1,0,1,0,2,1,3,5,7,0,0,6,2001,1,2,576,3,3,2,0,240,0,0,0,0,0.0,0,0,0,12,2008,0,0,147000
887,908102290,20,5,67,8877,1,0,3,0,3,0,1,7,2,2,0,0,4,6,1938,1958,1,1,8,8,0,164,2,2,4,3,3,1,1,459,1,96,207,684,1,4,1,5,816,0,0,964,0,0,2,0,2,1,2,3,7,1,4,6,2002,1,1,288,2,2,2,0,0,0,0,0,0,0.0,0,0,0,5,2009,0,0,100000
2819,908102330,20,5,67,8877,1,0,3,0,3,0,2,7,2,2,0,0,4,5,1951,1951,1,1,15,17,0,166,2,2,4,3,3,1,1,468,1,102,423,684,1,2,1,3,1220,0,0,965,1,0,1,0,2,1,2,6,7,0,0,6,2002,1,2,396,3,3,2,0,0,0,0,0,0,0.0,0,0,0,4,2006,4,0,102000
1267,535451010,20,5,74,8892,1,0,3,0,3,1,2,15,2,2,0,0,5,7,1953,1996,1,1,16,15,0,166,2,2,1,3,3,1,1,474,1,105,52,684,1,3,1,5,910,0,0,967,0,0,2,0,3,1,3,5,7,0,0,2,2002,1,2,414,3,3,2,196,0,150,0,0,0,0.0,2,0,0,10,2008,0,0,116000
1883,534275220,20,5,80,8892,1,0,2,0,3,0,2,15,2,2,0,0,5,5,1960,1960,1,1,8,8,0,166,2,2,4,3,3,1,1,475,1,108,321,684,1,3,1,5,1065,0,0,968,0,0,1,1,3,1,2,6,7,0,0,6,2002,1,2,461,3,3,2,74,0,0,0,0,0,0.0,0,0,0,7,2007,4,0,126500
2613,535403150,20,5,79,8910,1,0,3,0,3,1,2,15,2,2,0,0,6,6,1959,1959,3,1,3,3,0,168,2,2,4,3,3,1,1,480,1,108,90,686,1,4,1,5,1194,0,0,968,0,0,1,0,3,1,2,6,7,1,2,4,2002,3,2,539,3,3,2,0,0,192,0,0,0,0.0,0,0,0,7,2006,0,0,159500
1935,535305180,20,5,66,8923,1,0,3,0,3,0,2,15,2,2,0,0,5,7,1953,2006,1,1,15,17,0,170,2,2,4,3,3,1,1,483,1,116,647,686,1,3,1,5,1008,0,0,968,0,0,1,1,2,1,3,6,7,0,0,2,2003,1,1,240,3,3,2,0,18,0,0,0,0,0.0,0,0,0,5,2007,0,0,134500
962,916386140,20,5,73,8925,1,0,2,2,3,0,2,26,2,2,0,0,8,5,2007,2007,1,1,14,14,0,170,2,2,3,3,3,1,1,489,1,119,392,686,1,4,1,5,1466,0,0,970,1,0,1,1,3,1,3,7,7,0,0,2,2003,3,3,610,3,3,2,100,18,0,0,0,0,0.0,0,0,0,7,2009,0,0,201000
2550,534428060,20,5,69,8973,1,0,3,0,3,0,2,15,2,2,0,0,5,7,1958,1991,1,1,10,10,0,176,2,2,4,3,3,1,1,490,1,139,0,689,1,2,1,4,1053,0,0,972,1,0,2,0,3,1,4,6,7,0,0,1,2003,2,2,750,3,3,2,0,80,0,180,0,0,0.0,1,0,0,7,2006,0,1,150000
2138,907200270,20,5,45,8982,1,0,2,0,3,2,2,5,2,2,0,0,5,5,1977,1977,1,1,5,5,0,178,2,2,4,3,3,1,1,494,1,144,61,689,1,2,1,5,1040,0,0,976,1,0,1,0,3,1,2,5,7,0,0,6,2003,1,2,748,3,3,2,0,0,0,0,0,0,0.0,3,0,0,1,2007,0,0,134900
2881,911175430,20,1,50,9000,1,0,3,0,3,0,2,11,2,2,0,0,2,3,1949,1950,1,1,0,0,0,180,2,2,4,3,3,1,1,495,1,154,576,690,1,2,0,4,480,0,0,976,1,0,1,0,1,1,2,4,7,0,0,6,2003,1,1,308,3,3,2,0,0,0,0,0,0,0.0,0,0,0,10,2006,0,1,35311
402,527425110,20,5,60,9000,1,0,3,0,3,3,2,15,2,2,0,0,4,7,1971,2006,1,1,14,14,0,183,2,3,4,3,3,1,1,500,1,162,180,691,1,3,1,5,864,0,0,980,0,0,1,0,3,1,2,5,7,0,0,6,2004,1,2,576,3,3,2,200,0,0,0,0,0,0.0,2,0,0,7,2009,0,0,130000
1672,527425140,20,5,60,9000,1,0,3,0,3,3,2,15,2,2,0,0,4,6,1971,1971,1,1,6,6,0,192,2,2,3,3,3,1,1,504,1,174,80,691,1,2,1,5,864,0,0,980,0,0,2,0,3,1,2,5,7,0,0,6,2004,1,2,528,3,3,2,0,0,0,0,0,0,0.0,2,0,0,5,2007,0,0,120500
2712,905105010,20,5,75,9000,1,0,3,0,3,1,2,22,2,2,0,0,5,6,1966,1966,1,1,10,10,0,196,2,2,4,3,3,1,1,504,1,174,80,691,1,3,1,5,1059,0,0,984,0,0,1,0,3,1,2,6,7,0,0,2,2004,3,1,286,3,3,2,0,88,0,0,0,0,0.0,2,0,0,6,2006,0,1,142500
2570,535150240,20,5,75,9000,1,0,3,0,3,0,2,15,2,2,0,0,5,5,1954,1954,1,1,15,17,0,197,2,2,4,3,3,1,1,507,1,176,106,693,1,2,1,5,1128,0,0,984,1,0,1,0,2,1,2,5,6,0,0,2,2004,1,1,286,3,3,2,0,0,0,0,0,0,0.0,2,0,0,6,2006,0,4,118000
675,535426150,20,5,80,9000,1,0,2,2,3,0,1,15,2,2,0,0,6,6,1958,1958,0,5,15,17,0,198,2,2,4,3,3,1,1,520,1,196,0,696,1,1,1,5,1142,0,0,984,1,0,1,0,2,1,2,5,7,1,4,3,2004,2,1,384,3,3,2,0,28,64,0,0,0,0.0,0,0,0,4,2009,0,0,113500
1242,535178060,20,5,72,9000,1,0,3,0,3,0,2,15,2,2,0,0,6,5,1956,1956,1,1,15,17,0,200,2,2,4,3,3,1,1,521,1,206,1450,698,1,3,1,4,1196,0,0,985,0,0,2,0,2,1,2,6,7,1,4,2,2004,2,1,297,3,3,2,0,44,0,0,0,0,0.0,0,0,0,5,2008,0,0,139000
589,534129380,20,5,75,9000,1,0,3,0,3,0,2,19,1,2,0,0,6,5,1969,1969,1,1,6,6,0,200,2,2,4,3,3,1,1,528,1,210,224,698,1,2,1,5,1216,0,0,985,0,0,1,1,3,1,2,5,7,0,0,2,2004,1,1,336,3,3,2,0,0,0,0,0,0,0.0,3,0,0,8,2009,0,1,113000
845,907181100,20,5,68,9017,1,0,2,0,3,0,2,5,2,2,0,0,7,5,1999,1999,1,1,14,14,0,203,2,2,3,3,3,1,1,531,1,243,465,698,1,4,1,5,1431,0,0,986,0,0,1,1,3,1,3,6,7,0,0,2,2004,3,2,666,3,3,2,0,35,0,0,0,0,0.0,0,0,0,9,2009,0,0,192000
2262,916384080,20,5,64,9037,1,0,2,2,3,0,2,26,2,2,0,0,8,5,2006,2006,3,1,14,14,0,206,2,2,3,3,3,1,1,531,1,273,803,698,1,4,1,5,1484,0,0,987,0,0,1,0,2,1,4,6,7,1,4,2,2004,2,2,472,3,3,2,120,33,0,0,0,0,0.0,0,0,0,12,2007,0,0,265900
2089,905480180,20,5,60,9060,1,0,3,0,3,0,2,7,0,2,0,0,5,6,1957,2006,3,1,15,17,0,212,2,2,3,3,3,1,1,532,1,294,622,702,1,4,1,5,1340,0,0,987,0,0,1,0,3,1,2,7,7,1,4,2,2004,2,1,252,3,3,2,116,0,0,180,0,0,0.0,3,0,0,6,2007,0,0,120000
602,534276040,20,5,70,9100,1,0,3,0,3,0,2,15,2,2,0,0,6,6,1959,1959,3,1,15,17,0,217,2,2,4,3,3,1,1,534,1,311,264,704,1,4,1,5,864,0,0,987,0,0,1,1,2,1,2,5,7,0,0,6,2005,1,1,300,5,5,2,0,0,0,0,0,0,0.0,0,4,450,10,2009,0,0,127500
2543,534276010,20,5,70,9100,1,0,3,0,3,1,2,15,1,2,0,0,5,5,1958,1958,1,1,14,14,0,218,2,2,4,3,3,1,1,544,1,319,1008,707,1,2,1,5,864,0,0,987,0,0,1,1,3,1,2,5,7,0,0,6,2005,1,2,624,3,3,2,0,0,0,0,0,0,0.0,0,0,0,7,2006,0,0,129900
596,534226120,20,5,70,9100,1,0,3,0,3,0,2,15,2,2,0,0,5,6,1965,1965,1,1,14,14,0,218,2,2,4,3,3,1,1,546,1,336,294,712,1,4,1,5,925,0,0,987,0,0,1,1,2,1,2,5,7,0,0,6,2005,1,1,429,3,3,2,0,0,0,0,0,0,0.0,2,0,0,7,2009,0,0,117500
1150,532351050,20,5,70,9100,1,0,3,0,3,0,2,22,8,2,0,0,5,5,1963,1963,3,1,15,17,0,220,2,2,3,3,3,1,1,547,1,350,246,715,1,2,1,5,984,0,0,987,0,0,2,0,3,1,2,5,7,1,3,2,2005,2,1,384,3,3,2,145,56,0,0,0,0,0.0,3,4,400,8,2008,0,0,128000
2486,532351060,20,5,70,9100,1,0,3,0,3,0,2,22,8,2,0,0,5,4,1962,1962,3,1,15,17,0,232,2,2,4,3,3,1,1,548,1,351,530,716,1,4,1,5,988,0,0,987,0,0,1,0,3,1,2,6,7,0,0,6,2005,1,2,624,3,3,2,0,0,0,0,0,0,0.0,0,0,0,7,2006,0,0,129500
927,909282130,20,5,70,9100,1,0,3,0,3,0,2,6,1,2,0,0,5,6,1954,1954,1,1,3,3,0,235,2,3,5,3,3,1,1,549,1,373,660,716,1,4,1,5,1112,0,0,987,0,0,1,0,2,1,2,6,7,1,4,2,2005,1,1,390,3,3,2,0,0,0,0,0,0,0.0,3,0,0,10,2009,0,4,144800
1924,535177020,20,5,70,9100,1,0,3,0,3,0,2,15,2,2,0,0,5,5,1960,1960,3,1,6,6,0,236,2,2,4,3,3,1,1,551,1,374,555,720,1,2,1,5,1144,0,0,987,0,0,1,0,3,1,2,6,7,1,4,2,2005,2,1,336,3,3,2,0,0,0,0,0,0,0.0,0,0,0,6,2007,0,0,120000
876,907290070,20,5,70,9100,1,0,3,0,3,0,2,5,2,2,0,0,7,5,2001,2001,1,1,14,14,0,238,2,2,3,3,3,1,1,552,1,380,150,720,1,4,1,5,1212,0,0,987,1,0,1,0,3,1,3,6,7,0,0,2,2005,2,2,573,3,3,2,356,0,0,0,0,0,0.0,0,0,0,6,2009,0,0,178000
2888,914474020,20,5,70,9116,1,0,3,0,3,1,2,14,2,2,0,0,8,5,2001,2001,3,1,14,14,0,240,2,2,3,3,3,1,1,557,1,391,46,720,1,4,1,5,1491,0,0,987,1,0,1,0,3,1,3,7,7,0,0,2,2005,2,2,490,3,3,2,120,100,0,0,0,0,0.0,0,0,0,5,2006,0,0,209000
1240,535153150,20,5,76,9120,1,0,3,0,3,0,2,15,2,2,0,0,6,6,1958,1958,3,1,8,8,0,240,2,2,4,3,3,1,1,559,1,393,218,720,1,4,1,5,1261,0,0,987,1,0,1,0,3,1,2,6,7,1,3,2,2005,2,2,433,3,3,2,0,0,0,0,288,0,0.0,0,4,1400,11,2008,0,0,163000
512,528439060,20,5,76,9139,1,0,2,0,3,0,2,24,2,2,0,0,8,5,2006,2006,3,1,14,14,0,255,2,2,3,3,3,1,1,566,1,442,357,720,1,4,1,5,1432,0,0,988,0,0,1,0,3,1,3,7,7,1,4,2,2005,3,2,492,3,3,2,297,50,0,0,0,0,0.0,0,0,0,9,2009,0,0,245000
2168,908102100,20,5,70,9170,1,0,3,0,3,1,2,7,1,2,0,0,5,7,1965,1965,3,1,8,8,0,260,2,2,4,3,3,1,1,567,1,466,638,720,1,4,1,5,1214,0,0,988,1,0,1,0,2,1,2,6,7,0,0,6,2005,1,2,461,2,2,2,0,0,184,0,0,0,0.0,4,4,400,4,2007,0,0,140000
823,906378110,20,5,71,9178,1,0,3,0,3,0,2,5,2,2,0,0,8,5,2008,2008,1,1,14,14,0,265,2,2,3,3,3,1,1,570,1,468,1339,720,1,4,1,5,1468,0,0,988,1,0,1,0,3,1,3,6,7,1,4,2,2005,2,3,904,3,3,2,192,142,0,0,0,0,0.0,0,0,0,6,2009,0,0,239900
2250,914452190,20,5,71,9187,1,0,3,1,3,1,2,14,2,2,0,0,6,5,1983,1983,1,1,14,14,0,266,2,3,3,3,3,1,1,576,1,472,673,721,1,2,1,5,1080,0,0,988,1,0,1,0,3,1,2,5,7,0,0,2,2005,1,2,484,3,3,2,120,0,158,0,0,0,0.0,0,0,0,6,2007,0,0,134000
1211,534401190,20,5,80,9200,1,0,3,0,3,0,2,15,2,2,0,0,6,6,1965,1965,1,1,6,6,0,275,2,2,4,3,3,1,1,577,1,480,100,723,1,2,1,5,1136,0,0,988,1,0,1,0,3,1,2,5,7,1,4,2,2005,2,1,384,3,3,2,426,0,0,0,0,0,0.0,0,0,0,7,2008,0,0,140000
1236,535150280,20,5,71,9204,1,0,3,0,3,0,2,15,2,2,0,0,5,5,1963,1963,1,1,6,6,0,279,2,2,4,3,3,1,1,584,1,483,174,728,1,2,1,5,1144,0,0,988,1,0,1,0,3,1,2,6,7,0,0,6,2005,1,1,336,3,3,2,0,88,0,0,0,0,0.0,0,0,0,8,2008,4,0,124000
2540,534226060,20,5,71,9230,1,0,3,0,3,1,2,15,1,2,0,0,5,8,1965,1998,3,1,8,8,0,281,2,2,4,3,3,1,1,600,1,486,250,728,1,3,1,5,1200,0,0,988,1,0,1,0,1,1,3,6,7,0,0,6,2005,1,2,884,3,3,2,0,64,0,0,0,0,0.0,3,0,0,10,2006,0,0,146000
2775,907175060,20,5,79,9236,1,0,2,0,3,0,2,5,2,2,0,0,6,5,1997,1997,1,1,14,14,0,285,2,3,3,3,3,1,1,612,1,488,252,728,1,4,1,5,1494,0,0,990,0,0,1,0,3,1,3,6,7,0,0,2,2005,2,2,576,3,3,2,168,27,0,0,0,0,0.0,0,0,0,7,2006,0,0,217000
1390,905201020,20,5,94,9239,1,0,3,0,3,0,2,22,1,2,0,0,5,8,1963,2003,1,1,14,14,0,294,2,3,4,3,3,1,1,616,1,492,592,728,1,4,1,5,960,0,0,990,0,0,1,0,3,1,3,6,7,0,0,2,2005,3,1,300,3,3,2,168,0,0,0,0,0,0.0,0,0,0,5,2008,0,0,144900
634,535154130,20,5,66,9240,1,0,2,0,3,0,2,15,2,2,0,0,6,8,1959,1998,3,1,8,8,0,297,2,2,4,3,3,1,1,616,1,492,637,728,1,2,1,5,988,0,0,990,1,0,2,0,3,1,3,6,7,0,0,2,2005,1,1,297,3,3,2,156,0,0,0,0,0,0.0,0,0,0,6,2009,0,0,149500
1434,907135260,20,5,57,9245,1,0,1,0,3,0,2,5,2,2,0,0,5,5,1994,1995,1,1,14,14,0,300,2,2,3,3,3,1,1,616,1,495,236,728,1,4,1,5,990,0,0,990,1,0,1,0,3,1,2,5,7,0,0,6,2005,1,2,672,3,3,2,0,0,0,0,0,0,0.0,0,0,0,2,2008,0,0,145000
1922,535155110,20,5,80,9250,1,0,3,0,3,1,2,15,2,2,0,0,5,7,1954,2005,1,1,15,17,0,300,2,2,4,3,3,1,1,616,1,499,121,728,1,2,1,5,1056,0,0,990,1,0,1,1,3,1,2,6,7,0,0,2,2005,1,1,260,3,3,2,390,0,0,0,0,0,0.0,0,0,0,7,2007,0,0,139400
1139,531376070,20,5,81,9260,1,0,3,0,3,1,2,23,2,2,0,0,7,5,2007,2007,1,1,14,14,0,305,2,2,3,3,3,1,1,623,1,512,263,728,1,4,1,5,1162,0,0,992,0,0,1,0,3,1,3,6,7,0,0,2,2005,3,2,483,3,3,2,0,32,0,0,0,0,0.0,0,0,0,3,2008,0,0,170000
1591,923202137,20,5,77,9278,1,0,3,0,3,3,2,14,1,0,0,0,5,5,2007,2008,1,1,14,14,0,312,2,2,3,3,3,1,1,624,1,526,30,729,1,4,1,5,1092,0,0,995,0,0,1,0,2,1,2,5,7,0,0,0,2005,0,0,0,0,0,2,0,52,0,0,0,0,0.0,0,0,0,2,2008,0,1,146000
2086,905478140,20,5,58,9280,1,0,3,0,3,0,2,7,2,2,0,0,5,6,1951,1951,1,1,15,17,0,320,2,2,4,3,3,1,1,624,1,532,35,729,1,4,1,5,1342,0,0,996,1,0,1,0,4,1,2,7,7,0,0,6,2006,1,1,256,3,3,2,0,0,0,0,0,0,0.0,0,0,0,4,2007,0,0,125000
146,535175070,20,5,73,9300,1,0,3,0,3,0,2,15,1,2,0,0,5,5,1960,1960,1,1,8,6,0,324,2,2,4,3,3,1,1,630,1,539,508,731,1,2,1,5,1264,0,0,1001,0,0,1,0,3,1,2,6,7,2,4,2,2006,1,2,461,3,3,2,0,0,0,0,143,0,0.0,0,0,0,4,2010,0,0,167500
2113,906394050,20,5,78,9317,1,0,2,0,3,0,2,5,2,2,0,0,6,5,2006,2006,1,1,14,14,0,355,2,2,3,3,3,1,1,631,1,551,396,732,1,3,1,5,1314,0,0,1003,1,0,1,0,3,1,3,6,7,1,4,2,2006,2,2,440,3,3,2,0,22,0,0,0,0,0.0,0,0,0,3,2007,0,0,176432
120,534276360,20,5,77,9320,1,0,2,0,3,0,2,15,2,2,0,0,4,5,1959,1959,1,1,10,10,0,356,2,2,4,3,3,1,1,632,1,580,244,732,1,1,1,5,1225,0,0,1004,0,0,1,0,3,1,2,6,7,0,0,0,2006,0,0,0,0,0,2,352,0,0,0,0,0,0.0,0,4,400,1,2010,0,0,128950
607,534400290,20,5,85,9350,1,0,3,0,3,0,2,15,2,2,0,0,5,6,1961,1995,1,1,15,17,0,408,2,2,4,3,3,1,1,632,1,619,864,732,1,2,1,5,1313,0,0,1008,1,0,1,0,3,1,3,6,7,1,3,2,2006,2,2,610,3,3,2,172,28,0,0,121,0,0.0,3,0,0,2,2009,0,0,153000
2361,527402380,20,5,71,9353,1,0,3,0,3,0,2,15,2,2,0,0,4,5,1970,1970,1,1,8,8,0,425,2,2,4,3,3,1,1,641,1,622,367,734,1,3,1,5,864,0,0,1008,1,0,1,0,3,1,2,5,7,0,0,2,2006,1,1,280,3,3,2,0,0,0,0,0,0,0.0,0,4,0,7,2006,9,1,116050
2535,534201260,20,5,78,9360,1,0,3,0,3,0,2,15,1,2,0,0,6,7,1968,2004,3,1,6,6,0,425,2,2,4,3,3,1,1,643,1,627,225,735,1,2,1,5,976,0,0,1008,1,0,1,0,2,1,3,4,7,1,2,2,2006,2,2,504,3,3,2,94,0,0,0,0,0,0.0,0,0,0,8,2006,0,1,157500
116,534176060,20,5,78,9360,1,0,3,0,3,0,2,19,2,2,0,0,6,7,1972,2006,3,1,10,10,0,444,2,2,4,3,3,1,1,645,1,691,811,735,1,2,1,5,1381,0,0,1012,0,0,1,0,3,1,3,5,7,1,3,2,2007,2,2,676,3,3,2,0,0,0,0,0,0,0.0,0,0,0,3,2010,0,0,197500
