Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1194,534202130,20,RL,72,8872,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,None,161,TA,TA,CBlock,TA,TA,No,Unf,458,Unf,95,142,680,GasA,Ex,Y,SBrkr,912,0,0,960,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,2001,Unf,2,576,TA,TA,Y,0,240,0,0,0,0,NA,NA,NA,0,12,2008,WD ,Normal,147000
887,908102290,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,164,TA,TA,CBlock,TA,TA,No,Unf,459,Unf,96,207,684,GasA,Ex,Y,SBrkr,816,0,0,964,0,0,2,0,2,1,TA,3,Typ,1,Gd,Detchd,2002,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,Normal,100000
2819,908102330,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,166,TA,TA,CBlock,TA,TA,No,Unf,468,Unf,102,423,684,GasA,TA,Y,FuseF,1220,0,0,965,1,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,2002,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2006,COD,Normal,102000
1267,535451010,20,RL,74,8892,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,166,TA,TA,Stone,TA,TA,No,Unf,474,Unf,105,52,684,GasA,Gd,Y,SBrkr,910,0,0,967,0,0,2,0,3,1,Gd,5,Typ,0,NA,Attchd,2002,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,NA,GdWo,NA,0,10,2008,WD ,Normal,116000
1883,534275220,20,RL,80,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,166,TA,TA,CBlock,TA,TA,No,Unf,475,Unf,108,321,684,GasA,Gd,Y,SBrkr,1065,0,0,968,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,2002,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,126500
2613,535403150,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,168,TA,TA,CBlock,TA,TA,No,Unf,480,Unf,108,90,686,GasA,Ex,Y,SBrkr,1194,0,0,968,0,0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,2002,Fin,2,539,TA,TA,Y,0,0,192,0,0,0,NA,NA,NA,0,7,2006,WD ,Normal,159500
1935,535305180,20,RL,66,8923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,170,TA,TA,CBlock,TA,TA,No,Unf,483,Unf,116,647,686,GasA,Gd,Y,SBrkr,1008,0,0,968,0,0,1,1,2,1,Gd,6,Typ,0,NA,Attchd,2003,Unf,1,240,TA,TA,Y,0,18,0,0,0,0,NA,NA,NA,0,5,2007,WD ,Normal,134500
962,916386140,20,RL,73,8925,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,170,TA,TA,PConc,TA,TA,No,Unf,489,Unf,119,392,686,GasA,Ex,Y,SBrkr,1466,0,0,970,1,0,1,1,3,1,Gd,7,Typ,0,NA,Attchd,2003,Fin,3,610,TA,TA,Y,100,18,0,0,0,0,NA,NA,NA,0,7,2009,WD ,Normal,201000
2550,534428060,20,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,None,176,TA,TA,CBlock,TA,TA,No,Unf,490,Unf,139,0,689,GasA,TA,Y,FuseA,1053,0,0,972,1,0,2,0,3,1,Ex,6,Typ,0,NA,2Types,2003,RFn,2,750,TA,TA,Y,0,80,0,180,0,0,NA,MnWw,NA,0,7,2006,WD ,Abnorml,150000
2138,907200270,20,RL,45,8982,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,178,TA,TA,CBlock,TA,TA,No,Unf,494,Unf,144,61,689,GasA,TA,Y,SBrkr,1040,0,0,976,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,2003,Unf,2,748,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD ,Normal,134900
2881,911175430,20,C (all),50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,180,TA,TA,CBlock,TA,TA,No,Unf,495,Unf,154,576,690,GasA,TA,N,FuseA,480,0,0,976,1,0,1,0,1,1,TA,4,Typ,0,NA,Detchd,2003,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2006,WD ,Abnorml,35311
402,527425110,20,RL,60,9000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,183,TA,Gd,CBlock,TA,TA,No,Unf,500,Unf,162,180,691,GasA,Gd,Y,SBrkr,864,0,0,980,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,2004,Unf,2,576,TA,TA,Y,200,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD ,Normal,130000
1672,527425140,20,RL,60,9000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,192,TA,TA,PConc,TA,TA,No,Unf,504,Unf,174,80,691,GasA,TA,Y,SBrkr,864,0,0,980,0,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,2004,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,5,2007,WD ,Normal,120500
2712,905105010,20,RL,75,9000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,None,196,TA,TA,CBlock,TA,TA,No,Unf,504,Unf,174,80,691,GasA,Gd,Y,SBrkr,1059,0,0,984,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,2004,Fin,1,286,TA,TA,Y,0,88,0,0,0,0,NA,GdWo,NA,0,6,2006,WD ,Abnorml,142500
2570,535150240,20,RL,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,197,TA,TA,CBlock,TA,TA,No,Unf,507,Unf,176,106,693,GasA,TA,Y,SBrkr,1128,0,0,984,1,0,1,0,2,1,TA,5,Min1,0,NA,Attchd,2004,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,6,2006,WD ,Family,118000
675,535426150,20,RL,80,9000,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,198,TA,TA,CBlock,TA,TA,No,Unf,520,Unf,196,0,696,GasA,Fa,Y,SBrkr,1142,0,0,984,1,0,1,0,2,1,TA,5,Typ,1,Gd,Basment,2004,RFn,1,384,TA,TA,Y,0,28,64,0,0,0,NA,NA,NA,0,4,2009,WD ,Normal,113500
1242,535178060,20,RL,72,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,200,TA,TA,CBlock,TA,TA,No,Unf,521,Unf,206,1450,698,GasA,Gd,Y,FuseA,1196,0,0,985,0,0,2,0,2,1,TA,6,Typ,1,Gd,Attchd,2004,RFn,1,297,TA,TA,Y,0,44,0,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,139000
589,534129380,20,RL,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,200,TA,TA,CBlock,TA,TA,No,Unf,528,Unf,210,224,698,GasA,TA,Y,SBrkr,1216,0,0,985,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,2004,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2009,WD ,Abnorml,113000
845,907181100,20,RL,68,9017,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,203,TA,TA,PConc,TA,TA,No,Unf,531,Unf,243,465,698,GasA,Ex,Y,SBrkr,1431,0,0,986,0,0,1,1,3,1,Gd,6,Typ,0,NA,Attchd,2004,Fin,2,666,TA,TA,Y,0,35,0,0,0,0,NA,NA,NA,0,9,2009,WD ,Normal,192000
2262,916384080,20,RL,64,9037,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,206,TA,TA,PConc,TA,TA,No,Unf,531,Unf,273,803,698,GasA,Ex,Y,SBrkr,1484,0,0,987,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,2004,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,NA,NA,NA,0,12,2007,WD ,Normal,265900
2089,905480180,20,RL,60,9060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,None,212,TA,TA,PConc,TA,TA,No,Unf,532,Unf,294,622,702,GasA,Ex,Y,SBrkr,1340,0,0,987,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,2004,RFn,1,252,TA,TA,Y,116,0,0,180,0,0,NA,MnPrv,NA,0,6,2007,WD ,Normal,120000
602,534276040,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,217,TA,TA,CBlock,TA,TA,No,Unf,534,Unf,311,264,704,GasA,Ex,Y,SBrkr,864,0,0,987,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,2005,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,NA,NA,Shed,450,10,2009,WD ,Normal,127500
2543,534276010,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,218,TA,TA,CBlock,TA,TA,No,Unf,544,Unf,319,1008,707,GasA,TA,Y,SBrkr,864,0,0,987,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,2005,Unf,2,624,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD ,Normal,129900
596,534226120,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,218,TA,TA,CBlock,TA,TA,No,Unf,546,Unf,336,294,712,GasA,Ex,Y,SBrkr,925,0,0,987,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,2005,Unf,1,429,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,7,2009,WD ,Normal,117500
1150,532351050,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,Wd Sdng,None,220,TA,TA,PConc,TA,TA,No,Unf,547,Unf,350,246,715,GasA,TA,Y,SBrkr,984,0,0,987,0,0,2,0,3,1,TA,5,Typ,1,TA,Attchd,2005,RFn,1,384,TA,TA,Y,145,56,0,0,0,0,NA,MnPrv,Shed,400,8,2008,WD ,Normal,128000
2486,532351060,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,None,232,TA,TA,CBlock,TA,TA,No,Unf,548,Unf,351,530,716,GasA,Ex,Y,SBrkr,988,0,0,987,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,2005,Unf,2,624,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD ,Normal,129500
927,909282130,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,235,TA,Gd,BrkTil,TA,TA,No,Unf,549,Unf,373,660,716,GasA,Ex,Y,SBrkr,1112,0,0,987,0,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,2005,Unf,1,390,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2009,WD ,Family,144800
1924,535177020,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,None,236,TA,TA,CBlock,TA,TA,No,Unf,551,Unf,374,555,720,GasA,TA,Y,SBrkr,1144,0,0,987,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,2005,RFn,1,336,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD ,Normal,120000
876,907290070,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,238,TA,TA,PConc,TA,TA,No,Unf,552,Unf,380,150,720,GasA,Ex,Y,SBrkr,1212,0,0,987,1,0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,573,TA,TA,Y,356,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,178000
2888,914474020,20,RL,70,9116,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,240,TA,TA,PConc,TA,TA,No,Unf,557,Unf,391,46,720,GasA,Ex,Y,SBrkr,1491,0,0,987,1,0,1,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,2,490,TA,TA,Y,120,100,0,0,0,0,NA,NA,NA,0,5,2006,WD ,Normal,209000
1240,535153150,20,RL,76,9120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,240,TA,TA,CBlock,TA,TA,No,Unf,559,Unf,393,218,720,GasA,Ex,Y,SBrkr,1261,0,0,987,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,2005,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,NA,NA,Shed,1400,11,2008,WD ,Normal,163000
512,528439060,20,RL,76,9139,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,255,TA,TA,PConc,TA,TA,No,Unf,566,Unf,442,357,720,GasA,Ex,Y,SBrkr,1432,0,0,988,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,Fin,2,492,TA,TA,Y,297,50,0,0,0,0,NA,NA,NA,0,9,2009,WD ,Normal,245000
2168,908102100,20,RL,70,9170,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,260,TA,TA,CBlock,TA,TA,No,Unf,567,Unf,466,638,720,GasA,Ex,Y,SBrkr,1214,0,0,988,1,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,2005,Unf,2,461,Fa,Fa,Y,0,0,184,0,0,0,NA,GdPrv,Shed,400,4,2007,WD ,Normal,140000
823,906378110,20,RL,71,9178,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,265,TA,TA,PConc,TA,TA,No,Unf,570,Unf,468,1339,720,GasA,Ex,Y,SBrkr,1468,0,0,988,1,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,3,904,TA,TA,Y,192,142,0,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,239900
2250,914452190,20,RL,71,9187,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,266,TA,Gd,PConc,TA,TA,No,Unf,576,Unf,472,673,721,GasA,TA,Y,SBrkr,1080,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,2005,Unf,2,484,TA,TA,Y,120,0,158,0,0,0,NA,NA,NA,0,6,2007,WD ,Normal,134000
1211,534401190,20,RL,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,275,TA,TA,CBlock,TA,TA,No,Unf,577,Unf,480,100,723,GasA,TA,Y,SBrkr,1136,0,0,988,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,2005,RFn,1,384,TA,TA,Y,426,0,0,0,0,0,NA,NA,NA,0,7,2008,WD ,Normal,140000
1236,535150280,20,RL,71,9204,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,279,TA,TA,CBlock,TA,TA,No,Unf,584,Unf,483,174,728,GasA,TA,Y,SBrkr,1144,0,0,988,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,2005,Unf,1,336,TA,TA,Y,0,88,0,0,0,0,NA,NA,NA,0,8,2008,COD,Normal,124000
2540,534226060,20,RL,71,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,None,281,TA,TA,CBlock,TA,TA,No,Unf,600,Unf,486,250,728,GasA,Gd,Y,SBrkr,1200,0,0,988,1,0,1,0,1,1,Gd,6,Typ,0,NA,Detchd,2005,Unf,2,884,TA,TA,Y,0,64,0,0,0,0,NA,MnPrv,NA,0,10,2006,WD ,Normal,146000
2775,907175060,20,RL,79,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,285,TA,Gd,PConc,TA,TA,No,Unf,612,Unf,488,252,728,GasA,Ex,Y,SBrkr,1494,0,0,990,0,0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,NA,NA,NA,0,7,2006,WD ,Normal,217000
1390,905201020,20,RL,94,9239,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,294,TA,Gd,CBlock,TA,TA,No,Unf,616,Unf,492,592,728,GasA,Ex,Y,SBrkr,960,0,0,990,0,0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,2005,Fin,1,300,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,5,2008,WD ,Normal,144900
634,535154130,20,RL,66,9240,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,297,TA,TA,CBlock,TA,TA,No,Unf,616,Unf,492,637,728,GasA,TA,Y,SBrkr,988,0,0,990,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2005,Unf,1,297,TA,TA,Y,156,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,Normal,149500
1434,907135260,20,RL,57,9245,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,300,TA,TA,PConc,TA,TA,No,Unf,616,Unf,495,236,728,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,2005,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,2,2008,WD ,Normal,145000
1922,535155110,20,RL,80,9250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,300,TA,TA,CBlock,TA,TA,No,Unf,616,Unf,499,121,728,GasA,TA,Y,SBrkr,1056,0,0,990,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,2005,Unf,1,260,TA,TA,Y,390,0,0,0,0,0,NA,NA,NA,0,7,2007,WD ,Normal,139400
1139,531376070,20,RL,81,9260,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,305,TA,TA,PConc,TA,TA,No,Unf,623,Unf,512,263,728,GasA,Ex,Y,SBrkr,1162,0,0,992,0,0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,2005,Fin,2,483,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,3,2008,WD ,Normal,170000
1591,923202137,20,RL,77,9278,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,312,TA,TA,PConc,TA,TA,No,Unf,624,Unf,526,30,729,GasA,Ex,Y,SBrkr,1092,0,0,995,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,2005,NA,0,0,NA,NA,Y,0,52,0,0,0,0,NA,NA,NA,0,2,2008,WD ,Abnorml,146000
2086,905478140,20,RL,58,9280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,320,TA,TA,CBlock,TA,TA,No,Unf,624,Unf,532,35,729,GasA,Ex,Y,SBrkr,1342,0,0,996,1,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,2006,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD ,Normal,125000
146,535175070,20,RL,73,9300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,None,324,TA,TA,CBlock,TA,TA,No,Unf,630,Unf,539,508,731,GasA,TA,Y,SBrkr,1264,0,0,1001,0,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,2006,Unf,2,461,TA,TA,Y,0,0,0,0,143,0,NA,NA,NA,0,4,2010,WD ,Normal,167500
2113,906394050,20,RL,78,9317,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,355,TA,TA,PConc,TA,TA,No,Unf,631,Unf,551,396,732,GasA,Gd,Y,SBrkr,1314,0,0,1003,1,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,440,TA,TA,Y,0,22,0,0,0,0,NA,NA,NA,0,3,2007,WD ,Normal,176432
120,534276360,20,RL,77,9320,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,356,TA,TA,CBlock,TA,TA,No,Unf,632,Unf,580,244,732,GasA,Fa,Y,SBrkr,1225,0,0,1004,0,0,1,0,3,1,TA,6,Typ,0,NA,NA,2006,NA,0,0,NA,NA,Y,352,0,0,0,0,0,NA,NA,Shed,400,1,2010,WD ,Normal,128950
607,534400290,20,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,408,TA,TA,CBlock,TA,TA,No,Unf,632,Unf,619,864,732,GasA,TA,Y,SBrkr,1313,0,0,1008,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,2006,RFn,2,610,TA,TA,Y,172,28,0,0,121,0,NA,MnPrv,NA,0,2,2009,WD ,Normal,153000
2361,527402380,20,RL,71,9353,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,425,TA,TA,CBlock,TA,TA,No,Unf,641,Unf,622,367,734,GasA,Gd,Y,SBrkr,864,0,0,1008,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,2006,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,NA,Shed,0,7,2006,Oth,Abnorml,116050
2535,534201260,20,RL,78,9360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,None,425,TA,TA,CBlock,TA,TA,No,Unf,643,Unf,627,225,735,GasA,TA,Y,SBrkr,976,0,0,1008,1,0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,2006,RFn,2,504,TA,TA,Y,94,0,0,0,0,0,NA,NA,NA,0,8,2006,WD ,Abnorml,157500
